ダウンロードした時刻：2022/02/23 22:14:11

,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川
2020/4/3,2.2,8,1,0.0,8,1,9.7,8,2,,0,1,,0,1,,0,1,4.2,8,2,0,1,8,1,10.2,0,8,2,59,8,2,19.72,8,1,995.6,8,1
2020/4/4,4.9,8,1,0.0,8,1,7.3,8,2,,0,1,,0,1,,0,1,7.4,8,2,2.5,0,8,1,8.1,0,8,2,68,8,2,19.47,8,1,995.8,8,1
2020/4/5,2.8,8,1,5.5,8,1,2.2,8,2,,0,1,,0,1,,0,1,5.1,8,2,2.5,0,8,1,2.4,0,8,2,73,8,2,11.38,8,1,992.0,8,1
2020/4/6,2.1,8,1,1.5,8,1,1.8,8,2,,0,1,,0,1,,0,1,1.8,8,2,7.0,0,8,1,0.7,0,8,2,92,8,2,7.46,8,1,986.1,8,1
2020/4/7,3.0,8,1,1.0,8,1,0.5,8,2,,0,1,,0,1,,0,1,2.9,8,2,1.0,0,8,1,0.0,0,8,2,88,8,2,6.32,8,1,991.3,8,1
2021/3/15,0.8,8,1,0.0,8,1,11.1,8,3,,0,1,,0,1,,0,1,3.8,8,2,0,1,8,1,11.3,0,8,2,51,8,2,19.70,8,1,994.8,8,1
2021/3/16,0.9,8,1,0.0,8,1,0.2,8,3,,0,1,,0,1,,0,1,0.9,8,2,0.0,0,8,1,1.5,0,8,2,74,8,2,10.65,8,1,988.2,8,1
2021/3/17,0.7,8,1,4.0,8,1,0.0,8,3,,0,1,,0,1,,0,1,1.4,8,2,3.5,0,8,1,0.3,0,8,2,88,8,2,7.83,8,1,989.4,8,1
2021/3/18,-0.1,8,1,0.0,8,1,5.3,8,3,,0,1,,0,1,,0,1,0.1,8,2,2.5,0,8,1,0.0,0,8,2,82,8,2,7.35,8,1,999.2,8,1
2021/3/19,-1.1,8,1,0.0,8,1,5.6,8,3,,0,1,,0,1,,0,1,-1.0,8,2,2.0,0,8,1,2.4,0,8,2,76,8,2,11.04,8,1,1003.9,8,1
2021/3/20,-1.2,8,1,0.0,8,1,8.5,8,3,,0,1,,0,1,,0,1,-0.2,8,2,0,1,8,1,8.6,0,8,2,62,8,2,18.35,8,1,1006.7,8,1
2021/3/21,0.2,8,1,3.5,8,1,0.0,8,3,,0,1,,0,1,,0,1,0.5,8,2,9.5,0,8,1,0.0,0,8,2,86,8,2,4.03,8,1,990.4,8,1
2021/3/22,2.0,8,1,8.5,8,1,0.0,8,3,,0,1,,0,1,,0,1,2.0,8,2,5.0,0,8,1,1.5,0,8,2,89,8,2,10.12,8,1,982.0,8,1
2021/3/23,3.8,8,1,0.0,8,1,6.8,8,3,,0,1,,0,1,,0,1,3.6,8,2,0.5,0,8,1,5.5,0,8,2,62,8,2,16.11,8,1,995.5,8,1
2021/3/24,5.1,8,1,0.0,8,1,8.8,8,3,,0,1,,0,1,,0,1,7.7,8,2,0.0,0,8,1,9.3,0,8,2,65,8,2,18.92,8,1,999.8,8,1
2021/3/25,4.1,8,1,0.0,8,1,0.0,8,3,,0,1,,0,1,,0,1,6.4,8,2,0.0,0,8,1,1.8,0,8,2,78,8,2,10.28,8,1,1000.4,8,1
2021/3/26,1.3,8,1,0.0,8,1,6.4,8,3,,0,1,,0,1,,0,1,2.6,8,2,0.5,0,8,1,5.4,0,8,2,80,8,2,15.42,8,1,998.9,8,1
2021/3/27,1.0,8,1,0.0,8,1,9.6,8,3,,0,1,,0,1,,0,1,2.0,8,2,0,1,8,1,10.8,0,8,2,56,8,2,20.25,8,1,1003.9,8,1
2021/3/28,6.9,8,1,0.0,8,1,6.5,8,3,,0,1,,0,1,,0,1,6.0,8,2,0.0,0,8,1,7.9,0,8,2,59,8,2,17.72,8,1,996.5,8,1
2021/3/29,4.5,8,1,1.5,8,1,0.0,8,3,,0,1,,0,1,,0,1,7.7,8,2,3.0,0,8,1,0.1,0,8,2,86,8,2,6.24,8,1,983.8,8,1
2021/3/30,6.6,8,1,0.5,8,1,3.9,8,3,,0,1,,0,1,,0,1,8.5,8,2,0.5,0,8,1,4.0,0,8,2,64,8,2,13.09,8,1,990.1,8,1
2021/3/31,4.7,8,1,0.0,8,1,9.8,8,3,,0,1,,0,1,,0,1,6.2,8,2,0,1,8,1,11.2,0,8,2,71,8,2,20.45,8,1,996.2,8,1
2021/4/1,3.5,8,1,0.0,8,1,4.9,8,3,,0,1,,0,1,,0,1,4.0,8,2,0,1,8,1,6.5,0,8,2,80,8,2,17.98,8,1,1004.3,8,1
2021/4/2,4.2,8,1,0.0,8,1,9.2,8,3,,0,1,,0,1,,0,1,4.7,8,2,0,1,8,1,10.2,0,8,2,72,8,2,20.66,8,1,1011.4,8,1
2021/4/3,6.3,8,1,9.0,8,1,0.0,8,3,,0,1,,0,1,,0,1,7.5,8,2,3.5,0,8,1,0.0,0,8,2,77,8,2,6.30,8,1,999.9,8,1
2021/4/4,2.9,8,1,0.0,8,1,4.5,8,3,,0,1,,0,1,,0,1,5.8,8,2,4.5,0,8,1,0.0,0,8,2,73,8,2,8.06,8,1,995.6,8,1
2021/4/5,1.9,8,1,0.0,8,1,12.2,8,3,,0,1,,0,1,,0,1,4.4,8,2,0,1,8,1,10.7,0,8,2,49,8,2,23.01,8,1,1000.6,8,1
2021/4/6,3.7,8,1,0.0,8,1,11.8,8,3,,0,1,,0,1,,0,1,4.2,8,2,0,1,8,1,11.9,0,8,2,61,8,2,23.05,8,1,1003.5,8,1
2021/4/7,4.2,8,1,0.0,8,1,9.9,8,3,,0,1,,0,1,,0,1,4.3,8,2,0.0,0,8,1,10.1,0,8,2,58,8,2,20.99,8,1,996.4,8,1
